rank,company,revenues,revenue_percent_change,profits,profits_percent_change,assets,market_value,change_in_rank_1000,employees,change_in_rank_500,link
417,Icahn Enterprises,"$10,020",-7.60%,$-445,,"$16,279","$4,736",-43,"15,037",-43,View More details about Icahn Enterprises
418,Constellation Brands,"$9,961.8",5.40%,"$1,727.4",,"$25,691.7","$33,167.6",-3,"9,300",-3,View More details about Constellation Brands
419,Quest Diagnostics,"$9,872",6.70%,$871,2%,"$16,153","$18,777.5",4,"50,500",4,View More details about Quest Diagnostics
420,KLA,"$9,812.2",-6.50%,"$2,761.9",-18.50%,"$15,433.6","$90,336.4",-38,"15,115",-38,View More details about KLA
421,QXO Building Products,"$9,763.2",7.10%,$361.7,-16.90%,"$6,953.6","$7,643.1",8,"8,068",8,View More details about QXO Building Products
422,APA,"$9,737",18.90%,$804,-71.80%,"$19,390","$7,652.6",33,"2,305",33,View More details about APA
423,Gold.com,"$9,699",4.40%,$68.5,-56.20%,"$1,827.8",$584,-2,486,-2,View More details about Gold.com
424,Biogen,"$9,675.9",-1.60%,"$1,632.2",40.60%,"$28,049.3","$20,029.9",-23,"7,605",-23,View More details about Biogen
425,Campbell's,"$9,636",3%,$567,-33.90%,"$15,235","$11,903.4",-6,"14,400",-6,View More details about Campbell's
426,Concentrix,"$9,618.9",35.20%,$251.2,-20%,"$11,991.4","$3,550.6",73,"450,000",73,View More details about Concentrix
427,Cintas,"$9,596.6",8.90%,"$1,571.6",16.60%,"$9,168.8","$82,966.1",10,"46,500",10,View More details about Cintas
428,SpartanNash,"$9,549.3",-1.80%,$0.3,-99.40%,"$2,602.3",$684.1,-25,"15,000",-25,View More details about SpartanNash
429,Ace Hardware,"$9,491.4",3.90%,$315,-3.40%,"$4,292.8",-,-,"12,500",-,View More details about Ace Hardware
430,Analog Devices,"$9,427.2",-23.40%,"$1,635.3",-50.70%,"$48,228.3","$100,023.6",-95,"24,000",-95,View More details about Analog Devices
431,Eastman Chemical,"$9,382",1.90%,$905,1.20%,"$15,213","$10,173.2",-5,"14,000",-5,View More details about Eastman Chemical
432,Interactive Brokers Group,"$9,376",20.60%,$755,25.80%,"$150,142","$70,473.6",41,"2,998",41,View More details about Interactive Brokers Group
433,Regions Financial,"$9,373",2.40%,"$1,893",-8.70%,"$157,302","$19,675.8",-5,"19,644",-5,View More details about Regions Financial
434,JetBlue Airways,"$9,279",-3.50%,$-795,,"$16,841","$1,701.5",-21,"19,822",-21,View More details about JetBlue Airways
435,Zoetis,"$9,256",8.30%,"$2,486",6.10%,"$14,237","$73,728.9",10,"13,800",10,View More details about Zoetis
436,KeyCorp,"$9,236",-11.20%,$-161,-116.60%,"$187,168","$17,520.5",-50,"16,753",-50,View More details about KeyCorp
437,Oscar Health,"$9,177.6",56.50%,$25.4,,"$4,840.5","$3,284.9",145,"2,400",-,View More details about Oscar Health
438,Ovintiv,"$9,152",-15.90%,"$1,125",-46%,"$19,254","$11,141.9",-65,"1,623",-65,View More details about Ovintiv
439,Seaboard,"$9,100",-4.80%,$88,-61.10%,"$7,665","$2,619.1",-25,"14,000",-25,View More details about Seaboard
440,Hertz Global Holdings,"$9,049",-3.40%,"$-2,862",-564.60%,"$21,802","$1,208.9",-23,"26,000",-23,View More details about Hertz Global Holdings
441,Skechers U.S.A.,"$8,969.4",12.10%,$639.5,17.20%,"$8,455.8","$8,480.4",24,"15,100",24,View More details about Skechers U.S.A.
442,Optimum Communications,"$8,954.4",-3.10%,$-102.9,-293.50%,"$31,701.4","$1,232.2",-18,"10,900",-18,View More details about Optimum Communications
443,NOV,"$8,870",3.30%,$635,-36.10%,"$11,361","$5,796.1",1,"34,010",1,View More details about NOV
444,Graphic Packaging Holding,"$8,807",-6.60%,$658,-9%,"$11,144","$7,833.5",-28,"23,000",-28,View More details about Graphic Packaging Holding
445,Avery Dennison,"$8,755.7",4.70%,$704.9,40.10%,"$8,404.2","$14,053.6",5,"35,000",5,View More details about Avery Dennison
446,Equinix,"$8,748",6.80%,$815,-15.90%,"$35,085","$79,359.7",10,"13,606",10,View More details about Equinix
447,Insight Enterprises,"$8,701.7",-5.20%,$249.7,-11.20%,"$7,448.6","$4,766.3",-20,"14,324",-20,View More details about Insight Enterprises
448,Sirius XM Holdings,"$8,699",,"$-1,665",,"$27,521","$7,637.5",-,"5,515",-,View More details about Sirius XM Holdings
449,PVH,"$8,652.9",-6.10%,$598.5,-9.80%,"$11,033.2","$3,596.1",-24,"22,000",-24,View More details about PVH
450,CenterPoint Energy,"$8,643",-0.60%,"$1,019",11.10%,"$43,768","$23,648.3",-9,"8,872",-9,View More details about CenterPoint Energy
451,WEC Energy Group,"$8,599.9",-3.30%,"$1,527.2",14.70%,"$47,363.2","$34,774.3",-16,"7,017",-16,View More details about WEC Energy Group
452,Xylem,"$8,562",16.30%,$890,46.10%,"$16,493","$29,070.5",34,"23,000",34,View More details about Xylem
453,Franklin Resources,"$8,478",8%,$464.8,-47.30%,"$32,464.5","$10,113.9",15,"10,200",15,View More details about Franklin Resources
454,PPL,"$8,462",1.80%,$888,20%,"$41,069","$26,659.8",-3,"6,653",-3,View More details about PPL
455,Workday,"$8,446",16.40%,$526,-61.90%,"$17,977","$62,119",35,"20,482",35,View More details about Workday
456,Dover,"$8,424.3",-0.20%,"$2,697.1",155.20%,"$12,509.2","$24,079.1",-8,"24,000",-8,View More details about Dover
457,Packaging Corp. of America,"$8,383.3",7.40%,$805.1,5.20%,"$8,833.2","$17,807.6",14,"15,400",14,View More details about Packaging Corp. of America
458,ABM Industries,"$8,359.4",3.20%,$81.4,-67.60%,"$5,097.2","$2,947.3",3,"117,000",3,View More details about ABM Industries
459,Intuitive Surgical,"$8,352.1",17.20%,"$2,322.6",29.20%,"$18,743.2","$177,442.6",38,"15,638",38,View More details about Intuitive Surgical
460,American Financial Group,"$8,324",6.30%,$887,4.10%,"$30,836","$11,030.2",10,"8,700",10,View More details about American Financial Group
461,Rockwell Automation,"$8,264.2",-8.80%,$952.5,-31.30%,"$11,232.1","$29,215.8",-31,"27,000",-31,View More details about Rockwell Automation
462,Solventum,"$8,254",,$479,,"$14,457","$13,155.1",-,"22,000",-,View More details about Solventum
463,Old Republic International,"$8,231.5",13.40%,$852.7,42.40%,"$27,843.1","$9,693.7",28,"9,400",28,View More details about Old Republic International
464,Securian Financial Group,"$8,226.3",2%,$283.3,25%,"$74,280.4",-,-2,"5,570",-2,View More details about Securian Financial Group
465,Prologis,"$8,201.6",2.20%,"$3,731.6",22%,"$95,328.9","$103,626.8",-2,"2,703",-2,View More details about Prologis
466,J.M. Smucker,"$8,178.7",-4.10%,$744,,"$20,273.7","$12,600.8",-20,"9,000",-20,View More details about J.M. Smucker
467,Taylor Morrison Home,"$8,168.1",10.10%,$883.3,14.90%,"$9,297.1","$6,108.3",16,"3,000",16,View More details about Taylor Morrison Home
468,XPO,"$8,072",4.20%,$387,104.80%,"$7,712","$12,613",7,"39,500",7,View More details about XPO
469,Voya Financial,"$8,050",9.60%,$667,6.70%,"$163,889","$6,472.9",18,"10,000",18,View More details about Voya Financial
470,Palo Alto Networks,"$8,027.5",16.50%,"$2,577.6",486.20%,"$19,990.9","$112,980.7",42,"15,289",-,View More details about Palo Alto Networks
471,Vertiv Holdings,"$8,011.8",16.70%,$495.8,7.70%,"$9,132.5","$27,492",46,"31,000",-,View More details about Vertiv Holdings
472,Welltower,"$7,991.1",20.40%,$951.7,179.80%,"$51,044.3","$98,254.8",62,685,-,View More details about Welltower
473,Foot Locker,"$7,988",-2.20%,$12,,"$6,748","$1,338.9",-15,"30,223",-15,View More details about Foot Locker
474,Par Pacific Holdings,"$7,974.5",-3.10%,$-33.3,-104.60%,"$3,829.4",$775,-20,"1,787",-20,View More details about Par Pacific Holdings
475,TransDigm Group,"$7,940",20.60%,"$1,714",32%,"$25,586","$77,581.2",62,"16,600",-,View More details about TransDigm Group
476,Commercial Metals,"$7,926",-9.90%,$485.5,-43.50%,"$6,817.8","$5,199.2",-38,"13,178",-38,View More details about Commercial Metals
477,Post Holdings,"$7,922.7",13.30%,$366.7,21.70%,"$12,854.2","$6,572.2",27,"11,480",-,View More details about Post Holdings
478,Masco,"$7,828",-1.70%,$822,-9.50%,"$5,016","$14,718.3",-12,"18,000",-12,View More details about Masco
479,Rush Enterprises,"$7,804.7",-1.50%,$304.2,-12.40%,"$4,617.5","$4,284.1",-12,"7,882",-12,View More details about Rush Enterprises
480,KBR,"$7,742",11.30%,$375,,"$6,663","$6,462.1",27,"38,000",-,View More details about KBR
481,Sprouts Farmers Market,"$7,719.3",12.90%,$380.6,47%,"$3,640.7","$14,964.2",39,"35,000",-,View More details about Sprouts Farmers Market
482,Williams-Sonoma,"$7,711.5",-0.50%,"$1,125.3",18.50%,"$5,301.6","$19,526.9",-8,"19,600",-8,View More details about Williams-Sonoma
483,Zimmer Biomet Holdings,"$7,678.6",3.80%,$903.8,-11.70%,"$21,365.3","$22,530",1,"17,000",1,View More details about Zimmer Biomet Holdings
484,CACI International,"$7,659.8",14.30%,$419.9,9.10%,"$6,796.1","$8,226.3",41,"24,000",-,View More details about CACI International
485,Microchip Technology,"$7,634.4",-9.50%,"$1,906.9",-14.80%,"$15,873.2","$26,035.8",-38,"22,300",-38,View More details about Microchip Technology
486,Watsco,"$7,618.3",4.60%,$536.3,,"$4,479.5","$20,538.1",3,"7,258",3,View More details about Watsco
487,Newell Brands,"$7,582",-6.80%,$-216,,"$11,004","$2,589.6",-27,"23,700",-27,View More details about Newell Brands
488,ARKO,"$7,571.1",-8.10%,$20.8,-39.30%,"$3,620.7",$457.3,-35,"11,772",-35,View More details about ARKO
489,Sanmina,"$7,568.3",-15.30%,$222.5,-28.20%,"$4,822.8","$4,138.5",-56,"34,500",-56,View More details about Sanmina
490,Electronic Arts,"$7,562",1.80%,"$1,273",58.70%,"$13,420","$37,664.5",-8,"13,700",-8,View More details about Electronic Arts
491,Yum Brands,"$7,549",6.70%,"$1,486",-7%,"$6,727","$43,919.5",10,"31,691",-,View More details about Yum Brands
492,Fastenal,"$7,546",2.70%,"$1,150.6",-0.40%,"$4,698","$44,471.1",-4,"20,958",-4,View More details about Fastenal
493,CMS Energy,"$7,515",0.70%,"$1,003",13.10%,"$35,920","$22,466.5",-15,"8,324",-15,View More details about CMS Energy
494,Monster Beverage,"$7,492.7",4.90%,"$1,509",-7.50%,"$7,719.1","$56,949.3",2,"6,043",2,View More details about Monster Beverage
495,Endeavor Group Holdings,"$7,482.9",25.50%,$-782.4,-319.50%,"$20,565.6",-,78,"10,000",-,View More details about Endeavor Group Holdings
496,Science Applications International,"$7,479",0.50%,$362,-24.10%,"$5,246","$5,359.5",-17,"24,000",-17,View More details about Science Applications International
497,Core & Main,"$7,441",11%,$411,10.80%,"$5,870","$9,559.9",29,"5,700",-,View More details about Core & Main
498,Howmet Aerospace,"$7,430",11.90%,"$1,155",51%,"$10,519","$52,543.6",35,"23,930",-,View More details about Howmet Aerospace
498,Ingredion,"$7,430",-8.90%,$647,0.60%,"$7,444","$8,678.6",-39,"11,200",-39,View More details about Ingredion
500,Vulcan Materials,"$7,417.7",-4.70%,$911.9,-2.30%,"$17,104.8","$30,819.2",-28,"11,971",-28,View More details about Vulcan Materials
